,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,County_y,State,Zipcode
942,36005023502,Bronx,Bronx,4706,2245,2461,77.2,3.0,16.5,0.0,1.5,2198,21582.0,2792.0,12317.0,1563.0,41.8,54.1,12.6,38.2,23.0,9.1,17.1,8.8,3.1,75.0,7.0,0.0,6.0,40.7,1790,82.6,8.4,9.0,0.0,17.1,40.850854271399996,-73.9032663317,Bronx,NY,10457
947,36005023703,Bronx,Bronx,5014,2500,2514,73.1,4.0,19.8,0.0,2.7,2089,27128.0,7618.0,12746.0,2075.0,43.7,48.7,12.4,48.5,23.2,1.6,14.2,7.3,1.8,71.2,13.7,1.7,4.3,40.7,1966,81.7,8.5,9.8,0.0,17.3,40.857638191,-73.9001005025,Bronx,NY,10457
948,36005023703,Bronx,Bronx,5014,2500,2514,73.1,4.0,19.8,0.0,2.7,2089,27128.0,7618.0,12746.0,2075.0,43.7,48.7,12.4,48.5,23.2,1.6,14.2,7.3,1.8,71.2,13.7,1.7,4.3,40.7,1966,81.7,8.5,9.8,0.0,17.3,40.8598994975,-73.9001005025,Bronx,NY,10458
949,36005023704,Bronx,Bronx,3717,1541,2176,75.4,0.8,22.4,0.0,0.5,1502,20918.0,2897.0,11199.0,1998.0,55.0,75.9,11.3,53.4,17.7,10.8,6.8,14.9,0.0,58.8,18.1,1.2,7.0,43.8,1606,93.2,3.2,3.6,0.0,7.2,40.8553768844,-73.9032663317,Bronx,NY,10457
951,36005023800,Bronx,Bronx,2567,1329,1238,60.4,16.8,18.2,0.0,3.9,1405,50074.0,9350.0,17870.0,2174.0,28.6,42.8,24.5,29.2,28.3,9.0,8.9,31.1,10.5,46.1,6.6,0.3,5.3,40.9,1028,86.2,12.1,1.8,0.0,16.9,40.8440703518,-73.8652763819,Bronx,NY,10460
954,36005023900,Bronx,Bronx,8282,3887,4395,78.3,0.9,19.1,0.6,1.1,3346,20985.0,6855.0,12525.0,1890.0,45.2,65.6,13.9,46.5,17.2,7.5,14.8,13.3,3.9,69.6,10.2,0.0,3.0,40.8,3209,79.1,12.0,8.9,0.0,12.4,40.857638191,-73.9032663317,Bronx,NY,10457
955,36005023900,Bronx,Bronx,8282,3887,4395,78.3,0.9,19.1,0.6,1.1,3346,20985.0,6855.0,12525.0,1890.0,45.2,65.6,13.9,46.5,17.2,7.5,14.8,13.3,3.9,69.6,10.2,0.0,3.0,40.8,3209,79.1,12.0,8.9,0.0,12.4,40.8598994975,-73.9032663317,Bronx,NY,10458
956,36005023900,Bronx,Bronx,8282,3887,4395,78.3,0.9,19.1,0.6,1.1,3346,20985.0,6855.0,12525.0,1890.0,45.2,65.6,13.9,46.5,17.2,7.5,14.8,13.3,3.9,69.6,10.2,0.0,3.0,40.8,3209,79.1,12.0,8.9,0.0,12.4,40.862160804,-73.9001005025,Bronx,NY,10468
960,36005024100,Bronx,Bronx,6324,3194,3130,69.1,0.9,27.3,0.1,1.5,2801,23856.0,4225.0,11044.0,1583.0,38.6,54.0,16.1,43.2,16.8,8.5,15.4,14.8,5.4,63.1,10.0,2.0,4.8,41.4,2501,92.8,3.8,3.4,0.0,15.9,40.8531155779,-73.9064321608,Bronx,NY,10453
967,36005024501,Bronx,Bronx,5162,2234,2928,73.7,0.7,25.6,0.0,0.0,2747,24864.0,4521.0,11960.0,2060.0,45.4,63.8,17.0,43.2,22.3,5.9,11.7,10.4,7.5,70.8,5.8,2.9,2.5,44.8,1836,85.0,10.6,4.4,0.0,19.4,40.8531155779,-73.91592964819999,Bronx,NY,10453
968,36005024502,Bronx,Bronx,3619,1796,1823,70.6,0.7,28.7,0.0,0.0,1718,25605.0,10156.0,11275.0,2133.0,54.5,75.5,10.8,51.2,23.9,12.0,2.1,7.1,1.6,62.5,15.5,3.3,10.1,39.4,1463,84.2,11.6,4.2,0.0,15.3,40.8553768844,-73.9127638191,Bronx,NY,10453
973,36005024800,Bronx,Bronx,3069,1422,1647,32.5,51.5,7.8,0.5,7.1,1989,52279.0,14838.0,29807.0,4553.0,9.6,21.4,34.4,24.7,17.7,20.0,3.2,29.2,13.5,45.6,8.4,0.0,3.3,37.8,1469,78.2,19.2,2.6,0.0,8.7,40.8531155779,-73.85894472359999,Bronx,NY,10462
988,36005025300,Bronx,Bronx,5952,2908,3044,73.0,0.9,19.4,1.9,4.4,2814,30957.0,3740.0,14595.0,1666.0,24.5,31.2,15.2,42.0,23.0,6.1,13.7,12.3,4.1,71.7,6.1,2.9,2.8,44.8,2434,76.1,14.2,9.2,0.5,18.4,40.8598994975,-73.9064321608,Bronx,NY,10453
989,36005025300,Bronx,Bronx,5952,2908,3044,73.0,0.9,19.4,1.9,4.4,2814,30957.0,3740.0,14595.0,1666.0,24.5,31.2,15.2,42.0,23.0,6.1,13.7,12.3,4.1,71.7,6.1,2.9,2.8,44.8,2434,76.1,14.2,9.2,0.5,18.4,40.862160804,-73.9032663317,Bronx,NY,10468
995,36005025500,Bronx,Bronx,5874,3149,2725,77.7,0.8,20.3,0.0,0.0,2667,19458.0,7457.0,12273.0,2509.0,50.3,64.6,9.2,54.4,14.0,5.5,16.9,12.2,9.7,67.9,6.9,0.0,3.4,42.1,2485,92.4,4.6,3.0,0.0,17.2,40.862160804,-73.9064321608,Bronx,NY,10468
1001,36005025700,Bronx,Bronx,1728,912,816,76.3,1.9,21.9,0.0,0.0,1080,28203.0,11737.0,18913.0,6369.0,28.0,34.7,19.8,30.4,26.8,11.3,11.7,9.5,3.2,74.3,9.5,3.5,0.0,41.0,935,82.4,10.6,7.1,0.0,18.0,40.8598994975,-73.9127638191,Bronx,NY,10453
1002,36005025700,Bronx,Bronx,1728,912,816,76.3,1.9,21.9,0.0,0.0,1080,28203.0,11737.0,18913.0,6369.0,28.0,34.7,19.8,30.4,26.8,11.3,11.7,9.5,3.2,74.3,9.5,3.5,0.0,41.0,935,82.4,10.6,7.1,0.0,18.0,40.862160804,-73.90959798989999,Bronx,NY,10468
1023,36005026701,Bronx,Bronx,3659,1771,1888,67.2,3.6,3.7,0.0,21.9,1767,37061.0,4534.0,18671.0,2676.0,29.4,51.1,17.8,45.6,20.7,5.5,10.4,11.7,3.2,68.0,10.7,5.2,1.1,45.0,1799,86.6,7.4,5.9,0.0,12.0,40.8689447236,-73.9001005025,Bronx,NY,10468
1026,36005026900,Bronx,Bronx,3862,1701,2161,71.7,7.4,14.1,0.0,4.0,2309,33365.0,5922.0,17103.0,2454.0,34.8,44.9,19.4,37.7,21.8,5.2,16.0,16.4,6.5,65.5,7.2,2.9,1.6,43.0,1760,86.3,9.3,4.4,0.0,16.1,40.862160804,-73.9127638191,Bronx,NY,10453
1097,36005027900,Bronx,Bronx,6809,3488,3321,59.2,16.7,16.3,2.1,5.4,4698,55573.0,6246.0,25801.0,3248.0,11.6,17.5,25.4,29.3,34.5,6.4,4.5,19.4,1.8,66.3,5.4,1.7,5.4,47.2,3592,74.7,14.7,9.9,0.8,9.5,40.8802512563,-73.8969346734,Bronx,NY,10468
1101,36005028100,Bronx,Bronx,3974,1914,2060,34.4,31.4,26.8,0.4,3.0,3337,61886.0,3689.0,30355.0,3005.0,7.6,0.0,39.7,27.2,22.7,2.4,8.0,22.0,2.7,58.1,11.1,2.5,3.5,48.7,1730,62.5,33.2,4.3,0.0,14.8,40.8825125628,-73.8906030151,Bronx,NY,10468
1107,36005028300,Bronx,Bronx,3370,1449,1921,72.2,2.7,24.8,0.0,0.3,1951,24759.0,6315.0,15903.0,3755.0,32.5,46.3,22.4,32.9,25.7,4.6,14.4,24.8,6.4,50.6,14.1,1.1,2.9,38.2,1251,68.5,20.6,10.9,0.0,12.5,40.8847738693,-73.9001005025,Bronx,NY,10463
1140,36005028900,Bronx,Bronx,4326,2009,2317,59.1,27.0,4.5,0.0,4.4,2728,47361.0,11842.0,31090.0,10800.0,13.4,17.2,35.8,28.9,22.9,3.1,9.3,32.2,1.4,54.9,5.5,0.0,6.0,41.9,2128,83.9,14.5,1.6,0.0,11.1,40.877989949699995,-73.9064321608,Bronx,NY,10468
1168,36005029600,Bronx,Bronx,1660,828,832,22.3,32.8,17.0,0.4,26.6,933,49013.0,9666.0,27362.0,3686.0,14.4,15.9,61.1,12.0,12.7,6.4,7.8,14.2,5.4,32.1,38.0,3.4,6.9,30.3,809,82.6,11.2,6.2,0.0,9.3,40.8531155779,-73.84628140699999,Bronx,NY,10462
1178,36005029600,Bronx,Bronx,1660,828,832,22.3,32.8,17.0,0.4,26.6,933,49013.0,9666.0,27362.0,3686.0,14.4,15.9,61.1,12.0,12.7,6.4,7.8,14.2,5.4,32.1,38.0,3.4,6.9,30.3,809,82.6,11.2,6.2,0.0,9.3,40.857638191,-73.8399497487,Bronx,NY,10475
1188,36005030000,Bronx,Bronx,5801,2736,3065,53.9,32.7,3.9,0.0,9.6,4304,51806.0,10669.0,31134.0,3534.0,11.1,2.0,34.6,20.7,27.9,8.7,8.1,48.5,5.2,39.5,1.7,1.1,4.0,38.7,2973,73.4,21.3,5.3,0.0,5.7,40.8553768844,-73.8304522613,Bronx,NY,10475
1206,36005030701,Bronx,Bronx,5248,2463,2785,15.1,76.1,4.8,0.0,3.2,3676,80846.0,5933.0,55327.0,7451.0,7.8,10.2,64.3,4.2,26.0,4.3,1.1,39.4,4.5,38.1,7.2,2.3,8.5,42.8,2518,82.0,11.7,6.0,0.4,4.4,40.8983417085,-73.90959798989999,Bronx,NY,10471
1307,36005033201,Bronx,Bronx,4125,1924,2201,63.5,17.7,11.3,0.0,3.1,2566,43038.0,6209.0,23101.0,2612.0,22.3,40.4,31.8,34.4,22.4,4.1,7.4,23.6,3.5,61.6,7.6,0.0,3.7,44.4,1898,80.7,14.9,4.4,0.0,14.8,40.8598994975,-73.8684422111,Bronx,NY,10458
1376,36005033700,Bronx,Bronx,2277,1028,1249,14.1,71.7,4.5,0.0,5.4,1602,83917.0,12710.0,42938.0,5555.0,5.8,3.0,46.5,15.0,24.4,9.0,5.1,48.9,6.0,34.4,3.2,1.4,6.0,43.0,1007,73.4,23.2,3.4,0.0,8.0,40.9119095477,-73.9001005025,Bronx,NY,10705
1379,36005033800,Bronx,Bronx,4247,2314,1933,43.4,5.1,44.6,0.0,5.2,2484,37043.0,5282.0,16996.0,2407.0,33.4,59.7,34.5,29.6,17.4,8.8,9.7,25.4,2.4,61.6,3.3,4.4,2.8,47.0,1646,82.6,10.4,6.9,0.0,18.4,40.8712060302,-73.8652763819,Bronx,NY,10467
1386,36005034300,Bronx,Bronx,1755,882,873,40.4,45.6,11.1,0.0,1.7,1192,71780.0,3693.0,28456.0,5650.0,11.8,13.6,41.5,18.3,26.8,2.2,11.2,43.1,6.5,42.7,3.8,0.0,3.9,43.2,714,79.6,13.2,7.3,0.0,8.3,40.909648241199996,-73.8969346734,Bronx,NY,10471
1415,36005035600,Bronx,Bronx,2367,1006,1361,25.5,2.9,63.1,0.0,4.7,1664,60694.0,13445.0,22697.0,1821.0,5.6,10.3,38.3,27.2,18.5,5.6,10.4,38.4,7.3,47.4,3.4,1.6,1.9,45.3,1019,73.2,24.6,2.2,0.0,12.5,40.8689447236,-73.8431155779,Bronx,NY,10469
1433,36005036000,Bronx,Bronx,3063,1625,1438,37.5,10.3,43.0,0.0,5.4,2117,65938.0,11508.0,24622.0,2315.0,7.9,7.9,33.9,16.8,29.9,8.6,10.7,44.2,5.7,41.8,5.2,3.1,0.0,40.6,1367,73.1,20.5,6.1,0.4,15.3,40.8666834171,-73.8399497487,Bronx,NY,10475
1445,36005036502,Bronx,Bronx,2002,892,1110,73.0,2.6,21.2,0.0,3.2,990,19740.0,5555.0,11010.0,2121.0,46.3,62.5,17.5,56.2,11.6,3.4,11.3,14.8,0.0,77.7,4.7,2.9,0.0,41.0,639,76.8,16.6,5.9,0.6,24.8,40.8418090452,-73.8874371859,Bronx,NY,10460
1446,36005036700,Bronx,Bronx,2709,1291,1418,76.9,1.0,21.6,0.0,0.2,1305,23720.0,3549.0,12534.0,4489.0,49.8,60.0,13.8,37.9,27.9,5.1,15.4,18.3,8.6,61.2,9.5,0.0,2.4,40.3,908,72.8,18.8,7.5,0.9,15.4,40.8418090452,-73.8906030151,Bronx,NY,10460
1449,36005036901,Bronx,Bronx,2276,989,1287,76.5,0.4,19.0,0.0,3.5,1159,14821.0,6413.0,9397.0,1492.0,53.3,70.6,15.3,38.8,38.3,3.2,4.5,13.2,1.5,65.1,11.5,2.2,6.5,47.7,627,85.3,6.9,7.8,0.0,20.7,40.8440703518,-73.8937688442,Bronx,NY,10457
1450,36005036901,Bronx,Bronx,2276,989,1287,76.5,0.4,19.0,0.0,3.5,1159,14821.0,6413.0,9397.0,1492.0,53.3,70.6,15.3,38.8,38.3,3.2,4.5,13.2,1.5,65.1,11.5,2.2,6.5,47.7,627,85.3,6.9,7.8,0.0,20.7,40.8440703518,-73.8906030151,Bronx,NY,10460
1451,36005037000,Bronx,Bronx,2463,1099,1364,29.1,3.1,67.1,0.0,0.2,1524,51515.0,8033.0,21737.0,3043.0,12.7,14.7,23.7,34.3,26.8,5.7,9.4,38.9,10.6,41.9,5.0,3.5,0.0,43.8,1118,77.5,15.3,7.2,0.0,10.1,40.8734673367,-73.85894472359999,Bronx,NY,10469
1453,36005037100,Bronx,Bronx,3908,1746,2162,55.8,2.4,40.7,0.0,0.0,2473,19293.0,6501.0,15749.0,1959.0,36.0,24.6,15.7,36.4,23.6,10.5,13.8,18.0,0.9,56.1,12.9,2.7,9.5,42.3,1404,76.0,11.2,12.8,0.0,16.1,40.8485929648,-73.8874371859,Bronx,NY,10457
1459,36005037300,Bronx,Bronx,5463,2482,2981,63.4,2.1,32.3,0.0,1.1,2925,29033.0,3052.0,13102.0,1510.0,37.3,53.1,21.4,39.8,20.7,4.4,13.6,21.0,6.3,60.7,6.3,1.7,4.0,45.0,1893,76.7,18.3,5.0,0.0,13.6,40.850854271399996,-73.8874371859,Bronx,NY,10458
1465,36005037504,Bronx,Bronx,3690,1681,2009,59.9,7.0,31.0,0.0,2.1,2109,15707.0,4211.0,10646.0,1838.0,51.7,61.5,19.0,41.1,18.1,7.5,14.3,17.7,2.5,60.8,13.3,0.8,5.0,42.1,965,72.4,15.9,11.7,0.0,19.2,40.8531155779,-73.8906030151,Bronx,NY,10458
1478,36005038200,Bronx,Bronx,2666,1267,1399,22.3,2.9,73.3,0.0,1.4,1668,46953.0,12550.0,21387.0,3070.0,22.2,31.8,26.7,32.9,28.6,7.0,4.9,34.4,6.7,48.0,8.5,1.7,0.7,40.3,1105,71.9,26.6,1.5,0.0,20.0,40.877989949699995,-73.85894472359999,Bronx,NY,10467
1481,36005038301,Bronx,Bronx,4356,1962,2394,73.4,1.8,23.2,0.0,0.0,1951,26295.0,5626.0,14491.0,3064.0,39.9,50.6,20.2,42.2,17.6,6.5,13.6,20.5,4.5,61.0,7.4,0.3,6.3,43.5,1746,71.8,12.8,15.4,0.0,16.2,40.857638191,-73.8969346734,Bronx,NY,10458
1482,36005038302,Bronx,Bronx,5941,2932,3009,56.1,0.3,42.7,0.0,0.0,3011,22917.0,9607.0,13992.0,2918.0,49.3,65.0,14.6,38.8,29.7,3.6,13.2,7.6,0.4,79.6,9.1,0.4,2.9,52.2,1789,82.3,11.9,5.8,0.0,18.9,40.8553768844,-73.8969346734,Bronx,NY,10457
1483,36005038302,Bronx,Bronx,5941,2932,3009,56.1,0.3,42.7,0.0,0.0,3011,22917.0,9607.0,13992.0,2918.0,49.3,65.0,14.6,38.8,29.7,3.6,13.2,7.6,0.4,79.6,9.1,0.4,2.9,52.2,1789,82.3,11.9,5.8,0.0,18.9,40.857638191,-73.8937688442,Bronx,NY,10458
1490,36005038600,Bronx,Bronx,7477,3508,3969,14.3,3.4,77.5,0.0,3.9,4499,54904.0,15154.0,23052.0,2960.0,13.3,15.1,25.6,36.3,19.8,7.7,10.6,30.7,3.3,62.2,2.9,0.7,0.2,48.8,3884,83.3,15.9,0.3,0.6,13.2,40.8825125628,-73.84944723619998,Bronx,NY,10466
1494,36005038800,Bronx,Bronx,2471,953,1518,21.9,0.2,77.3,0.0,0.0,1574,51298.0,13976.0,21246.0,2556.0,20.5,35.8,23.3,30.4,29.9,6.3,10.2,39.2,5.3,45.3,4.9,3.8,1.5,42.6,958,78.9,17.7,3.3,0.0,24.5,40.8802512563,-73.85577889449999,Bronx,NY,10467
1495,36005038800,Bronx,Bronx,2471,953,1518,21.9,0.2,77.3,0.0,0.0,1574,51298.0,13976.0,21246.0,2556.0,20.5,35.8,23.3,30.4,29.9,6.3,10.2,39.2,5.3,45.3,4.9,3.8,1.5,42.6,958,78.9,17.7,3.3,0.0,24.5,40.8802512563,-73.85261306529999,Bronx,NY,10469
1506,36005039300,Bronx,Bronx,8433,3673,4760,70.8,5.1,22.8,0.0,0.0,4026,20891.0,2757.0,12999.0,2804.0,43.3,60.1,12.2,38.6,27.4,10.0,11.8,12.6,4.5,61.0,9.3,4.2,8.4,43.2,2781,81.3,8.8,9.9,0.0,17.4,40.850854271399996,-73.8842713568,Bronx,NY,10458
1531,36005039800,Bronx,Bronx,2769,1338,1431,5.4,5.3,87.6,0.0,1.7,1679,70552.0,22081.0,24825.0,3003.0,15.0,22.7,29.1,37.7,17.5,5.3,10.3,54.6,6.8,32.1,3.5,0.9,2.1,41.3,1404,76.2,19.7,4.1,0.0,16.1,40.8825125628,-73.85261306529999,Bronx,NY,10466
1530,36005039800,Bronx,Bronx,2769,1338,1431,5.4,5.3,87.6,0.0,1.7,1679,70552.0,22081.0,24825.0,3003.0,15.0,22.7,29.1,37.7,17.5,5.3,10.3,54.6,6.8,32.1,3.5,0.9,2.1,41.3,1404,76.2,19.7,4.1,0.0,16.1,40.8825125628,-73.85577889449999,Bronx,NY,10467
1534,36005039902,Bronx,Bronx,5156,2265,2891,64.9,10.4,22.2,0.6,1.0,2350,24799.0,12346.0,18561.0,9196.0,42.3,49.6,11.7,46.4,25.4,4.0,12.5,11.9,2.2,67.4,11.6,3.8,3.1,41.4,1820,83.8,9.0,7.2,0.0,18.4,40.8598994975,-73.8937688442,Bronx,NY,10458
1539,36005040303,Bronx,Bronx,4726,2026,2700,71.1,5.2,17.3,0.0,4.9,2436,40731.0,3304.0,15776.0,2147.0,34.9,34.1,20.7,36.5,28.1,3.7,11.1,12.7,2.6,75.2,5.8,0.9,2.8,46.8,2027,88.2,7.7,4.1,0.0,13.7,40.8689447236,-73.8937688442,Bronx,NY,10468
1544,36005040501,Bronx,Bronx,4416,2088,2328,66.3,4.2,22.9,0.0,5.7,2137,34009.0,7616.0,14820.0,2168.0,26.6,42.2,12.5,43.9,20.2,11.5,11.8,9.9,1.1,75.3,10.6,0.0,3.0,40.5,1883,82.5,9.1,8.4,0.0,12.9,40.8666834171,-73.8906030151,Bronx,NY,10458
1548,36005040600,Bronx,Bronx,3635,1714,1921,20.5,0.5,73.8,0.0,1.7,2229,44773.0,20698.0,20201.0,3867.0,26.7,45.2,21.8,34.6,31.2,4.3,8.1,21.6,7.4,59.1,6.1,3.0,2.9,47.3,1837,89.9,6.5,3.6,0.0,7.1,40.8870351759,-73.85577889449999,Bronx,NY,10466
1547,36005040600,Bronx,Bronx,3635,1714,1921,20.5,0.5,73.8,0.0,1.7,2229,44773.0,20698.0,20201.0,3867.0,26.7,45.2,21.8,34.6,31.2,4.3,8.1,21.6,7.4,59.1,6.1,3.0,2.9,47.3,1837,89.9,6.5,3.6,0.0,7.1,40.8870351759,-73.85894472359999,Bronx,NY,10467
1551,36005040701,Bronx,Bronx,3193,1460,1733,72.1,4.2,19.2,0.0,1.2,1546,30354.0,11110.0,14151.0,2102.0,36.5,46.7,10.6,42.4,25.8,4.6,16.6,7.1,7.5,72.3,9.5,2.4,1.2,44.6,1316,84.5,8.9,6.6,0.0,9.8,40.8712060302,-73.8906030151,Bronx,NY,10468
1552,36005040702,Bronx,Bronx,7800,3808,3992,60.7,19.6,13.2,0.0,4.6,4109,29978.0,6669.0,13798.0,1821.0,30.7,44.6,20.5,27.2,30.9,9.6,11.8,15.0,3.3,69.4,8.3,3.0,0.9,41.1,2794,84.2,10.8,4.4,0.6,18.9,40.8689447236,-73.8874371859,Bronx,NY,10458
1553,36005040702,Bronx,Bronx,7800,3808,3992,60.7,19.6,13.2,0.0,4.6,4109,29978.0,6669.0,13798.0,1821.0,30.7,44.6,20.5,27.2,30.9,9.6,11.8,15.0,3.3,69.4,8.3,3.0,0.9,41.1,2794,84.2,10.8,4.4,0.6,18.9,40.8712060302,-73.8874371859,Bronx,NY,10468
1578,36005041300,Bronx,Bronx,7561,3640,3921,69.1,12.7,7.8,0.0,7.1,4153,38796.0,6755.0,21825.0,3173.0,21.9,32.0,23.8,30.5,30.1,6.9,8.7,17.7,5.0,65.3,9.3,0.8,1.8,40.8,3543,76.9,17.0,6.2,0.0,13.8,40.8757286432,-73.8842713568,Bronx,NY,10467
1577,36005041300,Bronx,Bronx,7561,3640,3921,69.1,12.7,7.8,0.0,7.1,4153,38796.0,6755.0,21825.0,3173.0,21.9,32.0,23.8,30.5,30.1,6.9,8.7,17.7,5.0,65.3,9.3,0.8,1.8,40.8,3543,76.9,17.0,6.2,0.0,13.8,40.8734673367,-73.8842713568,Bronx,NY,10468
1587,36005041500,Bronx,Bronx,5874,2919,2955,68.1,9.9,14.7,0.0,2.7,3682,42207.0,12015.0,19496.0,2325.0,21.4,24.5,23.0,25.8,29.6,8.3,13.2,14.1,3.9,72.7,7.5,0.6,1.3,42.3,2805,81.3,14.3,4.4,0.0,13.3,40.8689447236,-73.8842713568,Bronx,NY,10458
1588,36005041500,Bronx,Bronx,5874,2919,2955,68.1,9.9,14.7,0.0,2.7,3682,42207.0,12015.0,19496.0,2325.0,21.4,24.5,23.0,25.8,29.6,8.3,13.2,14.1,3.9,72.7,7.5,0.6,1.3,42.3,2805,81.3,14.3,4.4,0.0,13.3,40.8712060302,-73.8842713568,Bronx,NY,10468
1605,36005042200,Bronx,Bronx,3563,1452,2111,13.7,1.7,81.0,0.0,0.0,1978,51701.0,4007.0,19618.0,3603.0,11.7,12.2,31.8,29.2,26.4,4.4,8.2,33.2,4.7,54.1,2.7,5.3,0.0,46.5,1426,79.4,18.1,2.5,0.0,13.7,40.8915577889,-73.85261306529999,Bronx,NY,10466
1604,36005042200,Bronx,Bronx,3563,1452,2111,13.7,1.7,81.0,0.0,0.0,1978,51701.0,4007.0,19618.0,3603.0,11.7,12.2,31.8,29.2,26.4,4.4,8.2,33.2,4.7,54.1,2.7,5.3,0.0,46.5,1426,79.4,18.1,2.5,0.0,13.7,40.8915577889,-73.85577889449999,Bronx,NY,10470
1611,36005042500,Bronx,Bronx,6134,3189,2945,68.2,10.0,13.4,0.0,7.4,2825,28643.0,12892.0,17230.0,4895.0,35.1,41.7,12.6,33.5,26.4,13.9,13.6,12.9,2.5,64.8,10.3,2.3,7.3,45.6,2625,80.1,7.4,11.4,1.1,19.1,40.8689447236,-73.8811055276,Bronx,NY,10458
1631,36005043000,Bronx,Bronx,3321,1380,1941,16.2,2.2,73.9,0.9,1.8,2274,52096.0,11595.0,24045.0,4060.0,7.3,0.0,35.1,25.8,23.8,6.1,9.3,42.6,2.8,49.1,5.5,0.0,0.0,38.2,1466,76.2,22.4,1.4,0.0,9.5,40.8938190955,-73.84944723619998,Bronx,NY,10466
1630,36005043000,Bronx,Bronx,3321,1380,1941,16.2,2.2,73.9,0.9,1.8,2274,52096.0,11595.0,24045.0,4060.0,7.3,0.0,35.1,25.8,23.8,6.1,9.3,42.6,2.8,49.1,5.5,0.0,0.0,38.2,1466,76.2,22.4,1.4,0.0,9.5,40.8938190955,-73.85261306529999,Bronx,NY,10470
1632,36005043100,Bronx,Bronx,10325,4711,5614,57.3,4.3,21.4,0.0,11.5,5583,31028.0,6653.0,14492.0,2108.0,30.1,40.9,17.4,41.6,21.2,10.2,9.6,16.7,2.8,64.8,9.8,2.4,3.5,42.2,4211,77.6,9.3,13.1,0.0,12.5,40.8847738693,-73.8779396985,Bronx,NY,10467
1743,36005044200,Bronx,Bronx,4071,1970,2101,20.9,6.7,72.3,0.0,0.0,2601,38603.0,19223.0,16898.0,2695.0,26.5,42.6,23.8,35.0,17.8,16.1,7.3,26.6,0.9,64.7,5.0,1.7,1.1,57.8,1564,86.9,12.0,1.1,0.0,14.1,40.9028643216,-73.8431155779,Bronx,NY,10550
1749,36005044400,Bronx,Bronx,3576,1643,1933,15.6,3.2,77.0,0.0,0.6,2399,67727.0,15227.0,23999.0,2958.0,17.0,18.1,27.6,35.0,20.6,7.5,9.2,36.3,3.3,52.6,0.0,3.3,4.5,50.8,1744,92.1,7.2,0.7,0.0,10.3,40.9006030151,-73.84628140699999,Bronx,NY,10470
1764,36005045600,Bronx,Bronx,3275,1467,1808,30.9,18.3,43.9,0.0,3.6,2426,74254.0,10191.0,29290.0,4505.0,7.4,1.9,32.4,20.3,22.0,14.1,11.3,55.1,2.4,37.3,0.1,1.7,3.4,44.4,1726,74.6,22.9,1.7,0.8,5.5,40.8847738693,-73.7987939698,Bronx,NY,10805
2234,36047000501,Kings,Brooklyn,4759,2359,2400,7.6,71.1,6.4,0.0,9.8,3515,110700.0,25568.0,60880.0,9925.0,8.0,6.7,70.5,10.3,16.1,1.5,1.5,4.3,1.6,69.4,12.4,3.8,8.6,29.7,2590,83.9,9.2,6.9,0.0,7.0,40.694824120599996,-73.99507537689999,Kings,NY,11201
2235,36047000502,Kings,Brooklyn,2600,1296,1304,8.3,75.6,3.7,0.0,9.8,2028,91964.0,14622.0,78881.0,19053.0,7.3,9.3,75.4,4.7,17.4,1.4,1.0,4.4,0.5,73.9,10.4,2.5,8.2,30.0,1639,79.7,9.5,10.3,0.5,7.9,40.6970854271,-73.9919095477,Kings,NY,11201
2249,36047001500,Kings,Brooklyn,5962,2875,3087,23.9,31.2,24.6,0.0,17.9,4027,90616.0,12611.0,50871.0,4987.0,26.3,44.8,62.6,11.5,21.5,1.4,3.0,9.0,1.2,70.9,9.7,2.9,6.3,33.5,3368,82.3,11.2,6.3,0.2,11.0,40.6903015075,-73.98241206029999,Kings,NY,11217
2371,36047002901,Kings,Brooklyn,3532,1457,2075,29.0,1.9,45.4,0.0,22.5,2148,17544.0,4945.0,9786.0,1734.0,53.9,65.2,14.0,44.0,26.5,4.4,11.1,8.7,0.0,87.1,3.7,0.0,0.5,41.8,1147,73.7,20.2,6.1,0.0,23.3,40.694824120599996,-73.9792462312,Kings,NY,11205
2372,36047003000,Kings,Brooklyn,1841,854,987,22.8,62.5,5.4,0.0,6.1,1218,68958.0,27278.0,38640.0,8168.0,13.5,22.5,59.2,10.3,18.3,7.1,5.1,44.7,2.8,42.7,7.8,1.5,0.6,39.8,878,74.0,20.0,5.9,0.0,5.9,40.6382914573,-74.0298994975,Kings,NY,11220
2426,36047003500,Kings,Brooklyn,1550,707,843,11.7,34.7,41.9,0.0,6.1,1162,61525.0,5690.0,49467.0,7033.0,6.6,2.1,70.4,8.1,16.4,3.7,1.4,10.0,2.8,69.3,9.3,2.2,6.5,36.6,856,73.8,17.1,9.1,0.0,10.3,40.6857788945,-73.976080402,Kings,NY,11217
2429,36047003700,Kings,Brooklyn,1087,561,526,10.8,72.8,2.7,0.0,10.2,875,102386.0,41134.0,65113.0,6224.0,10.5,0.0,77.7,4.8,13.7,3.3,0.5,6.1,0.7,75.4,6.5,2.3,9.1,30.3,732,84.8,7.5,7.7,0.0,5.4,40.688040201,-73.98241206029999,Kings,NY,11217
